epoch,loss,acc
1,3.188788166121831,0.18461681547619047
2,2.057781118249136,0.41226438492063494
3,1.5908581349584792,0.5250806051587301
4,1.428097076832302,0.5557648189484127
5,1.3423993748331826,0.5760556175595238
6,1.2687854312715077,0.5962379092261905
7,1.2043570904504686,0.6146995907738095
8,1.156573476299407,0.6270693824404762
9,1.114081533182235,0.6380130828373016
10,1.0745106566519964,0.6503053695436508
11,1.0358228300298964,0.6637834821428571
12,1.0022835679470548,0.6742001488095238
13,0.9706867124353137,0.6841827876984127
14,0.9439319059962318,0.6918170262896826
15,0.9186311250641233,0.6993737599206349
16,0.8940982388125526,0.708434089781746
17,0.8729422258006202,0.7145957341269841
18,0.8509222060915024,0.72216796875
19,0.8288052413198683,0.72900390625
20,0.8090920840936994,0.7341812375992064
21,0.7859827185434008,0.7411024305555556
22,0.7691775380618988,0.7472485739087301
23,0.7480775955177489,0.7543402777777778
24,0.7310036723575895,0.7587038070436508
25,0.7136257640899174,0.7650824652777778
26,0.6975868722749134,0.7703915550595238
27,0.683014364469619,0.7744915674603174
28,0.6690786405215188,0.7787078373015873
29,0.6511774777419983,0.7847067212301587
30,0.6351798455866556,0.7892872643849206
31,0.6195791011291837,0.7940383184523809
32,0.6082552763677779,0.7973400297619048
33,0.5921234039087144,0.8036024305555556
34,0.5739707984621563,0.81103515625
35,0.5650135430078658,0.8125852554563492
36,0.5527509150523988,0.8164295014880952
37,0.541842081480556,0.8210875496031746
38,0.5325238851327745,0.8226298983134921
39,0.5250107636527409,0.8258463541666666
40,0.512201409727808,0.8296828497023809
41,0.49771008179301307,0.8327442956349206
42,0.49081290146661183,0.8360847594246031
43,0.4800022187687102,0.8401537698412699
44,0.4696304899832559,0.8421223958333334
45,0.45562379487923216,0.8479662698412699
46,0.4460999149651754,0.850554935515873
47,0.43944039869876134,0.8533141121031746
48,0.42975410795401014,0.8555385044642857
49,0.4217205319612745,0.8580031622023809
50,0.41646815339724225,0.8600725446428571
51,0.4081592886220841,0.8642578125
52,0.39982202956600793,0.8659939236111112
53,0.3907808261731314,0.8687220982142857
54,0.3851625406079822,0.8708224826388888
55,0.37557722391590237,0.8732251364087301
56,0.37137851521136267,0.8753642733134921
57,0.36493962577411104,0.8773018973214286
58,0.3582859826939447,0.8802005828373016
59,0.35543620255258346,0.8807586185515873
60,0.35055547432293965,0.8814871651785714
61,0.3426302091942893,0.8848353794642857
62,0.33354789716383765,0.8885168650793651
63,0.3296528887890634,0.8880983382936508
64,0.3229440686012071,0.8915860615079365
65,0.3163291379099801,0.8930199032738095
66,0.31241270816988415,0.8946707589285714
67,0.3084149986268982,0.8966006324404762
68,0.298031613703758,0.9001503596230159
69,0.2982574734422896,0.8998790922619048
70,0.2915865613354577,0.9012354290674603
71,0.2904805781112777,0.9025840153769841
72,0.28317699675995206,0.9048781622023809
73,0.28215917483681724,0.9046378968253969
74,0.2786907483897512,0.9054361979166666
75,0.2756772119374502,0.9065445188492064
76,0.26926773526365794,0.9089704241071429
77,0.26334330936272937,0.91064453125
78,0.2627103121744262,0.9115203373015873
79,0.26363474662814823,0.9106367807539683
80,0.259681731699005,0.9127216641865079
81,0.2564768507367089,0.9137602306547619
82,0.24996391553727407,0.915465339781746
83,0.24792241245981247,0.9161396329365079
84,0.24571725501427574,0.9171006944444444
85,0.2444760426878929,0.9169069320436508
86,0.24127136679395797,0.9186895461309523
87,0.23633267257421736,0.9198056175595238
88,0.2370982455119254,0.9196118551587301
89,0.23398013188252373,0.9206271701388888
90,0.23521744459867477,0.9198676215277778
91,0.230629873654199,0.9216192336309523
92,0.23289578857402954,0.9205031622023809
93,0.22838410120161753,0.9230995783730159
94,0.22748011551679126,0.9233863467261905
95,0.2260254906520011,0.9235258556547619
96,0.219516622050414,0.9250062003968254
97,0.21939712762832642,0.9253394717261905
98,0.21573299689898415,0.9269283234126984
99,0.21737542488272227,0.9264400421626984
100,0.21255991596078117,0.9283544146825397
