epoch,loss,acc
1,3.334479394413176,0.15385509672619047
2,2.587967490393018,0.3016570560515873
3,1.9959995197871374,0.4258355034722222
4,1.73371678496164,0.49517919146825395
5,1.5858972526731945,0.5288318452380952
6,1.4760136197483729,0.5456736731150794
7,1.4083424674140081,0.5565011160714286
8,1.3593436952621218,0.5670650421626984
9,1.3246631206028046,0.5745210193452381
10,1.284552208014897,0.5871233258928571
11,1.2466581548963274,0.599578373015873
12,1.2085349294874403,0.6104445684523809
13,1.172217121199956,0.6219463045634921
14,1.1405574844943152,0.6307586185515873
15,1.1132767455918449,0.6379975818452381
16,1.085999243789249,0.647003658234127
17,1.061663995186488,0.6546843998015873
18,1.0349717679477872,0.662109375
19,1.0100611746311188,0.669952876984127
20,0.9870682098562755,0.6787651909722222
21,0.9699763688776228,0.6830822172619048
22,0.9464248229586889,0.6912434895833334
23,0.9286406101688506,0.6959790426587301
24,0.9072402833946167,0.7033110119047619
25,0.8897304974851155,0.7084728422619048
26,0.8701663234877208,0.7167038690476191
27,0.8520168505963825,0.7208813864087301
28,0.8320655155749548,0.7281513516865079
29,0.8171893760325417,0.7324683779761905
30,0.799377701585255,0.7378704737103174
31,0.7796655756140513,0.7444428943452381
32,0.7635212531165471,0.7502480158730159
33,0.7476171084812709,0.7548130580357143
34,0.7334937543149979,0.7605871775793651
35,0.7234979508415101,0.7633928571428571
36,0.704944252021729,0.7696010044642857
37,0.6922575959137508,0.7727709573412699
38,0.6758942622987051,0.7785915798611112
39,0.6622251612799508,0.7826993427579365
40,0.6517833206388686,0.7850709945436508
41,0.6366475934074038,0.7912558903769841
42,0.6207742617716865,0.7963402157738095
43,0.6068119047180055,0.8008587549603174
44,0.5942802620785577,0.8060593377976191
45,0.5850080533160104,0.8075086805555556
46,0.5711299743917253,0.8113684275793651
47,0.5577316688639777,0.8164605034722222
48,0.5496580546337461,0.8191809275793651
49,0.5401324246610913,0.8218548487103174
50,0.5308893632794184,0.8250635540674603
