epoch,loss,acc
1,3.003733888504997,0.2198273189484127
2,1.8989963276045663,0.4492342509920635
3,1.5202018088764615,0.5407133556547619
4,1.3837757271433633,0.5639415922619048
5,1.2966653259973677,0.5878441220238095
6,1.2171459850810824,0.6085146949404762
7,1.1537459828550853,0.6279219370039683
8,1.1014825228660825,0.6450040302579365
9,1.0528014841533841,0.6588774181547619
10,1.0158044289028834,0.6708286830357143
11,0.9782263849462781,0.6821444072420635
12,0.9467268983523051,0.6920960441468254
13,0.9216101827129485,0.6992962549603174
14,0.8941911023760599,0.7077210441468254
15,0.867020596114416,0.7155877976190477
16,0.8435149197540586,0.7227105034722222
17,0.8193941490044669,0.7303912450396826
18,0.7967373241507818,0.7376767113095238
19,0.7750408692019326,0.7449466765873016
20,0.7529800922151596,0.7529296875
21,0.7323103263264611,0.7592075892857143
22,0.7149398979686555,0.7647026909722222
23,0.6984803553611513,0.7693529885912699
24,0.6802893697269379,0.7756231398809523
25,0.6610504805095612,0.7811569940476191
26,0.6380872234465584,0.7904808407738095
27,0.6202082548822675,0.7945421006944444
28,0.6024085656991081,0.8014787946428571
29,0.5912027690145705,0.8046875
30,0.5746997556989155,0.8096090649801587
31,0.5607514405061328,0.8133215525793651
32,0.546231117040392,0.8184601314484127
33,0.5351210830230562,0.8214673239087301
34,0.520893406536844,0.8260401165674603
35,0.5047953114623115,0.8315894717261905
36,0.49137780022999594,0.835906498015873
37,0.482137026058303,0.8396577380952381
38,0.47424087921778363,0.8426726810515873
39,0.4631172271948012,0.845183841765873
40,0.4521223358691685,0.8485475570436508
41,0.44016301679232767,0.8526708209325397
42,0.4320559882455402,0.8551354786706349
43,0.41860817632977926,0.8593594990079365
44,0.41350322110312326,0.8618086557539683
45,0.40164314919993993,0.864777095734127
46,0.3961044873983141,0.8673735119047619
47,0.3877644773040499,0.8711325024801587
48,0.3823216926483881,0.8704659598214286
49,0.36915997403954703,0.8764880952380952
50,0.3635561962922414,0.8779529389880952
51,0.3529666964969938,0.8808051215277778
52,0.3515191669501955,0.8821692088293651
53,0.3433658977349599,0.8844401041666666
54,0.338050709120811,0.8853856646825397
55,0.3317342497526653,0.8879588293650794
56,0.32769551329196445,0.8898964533730159
57,0.3159562501878965,0.893980964781746
58,0.30987866932437536,0.8960115947420635
59,0.3060936688903778,0.8956628224206349
60,0.30655254470923593,0.8963448660714286
61,0.29893836059740614,0.8999100942460317
62,0.29100175935124595,0.9009641617063492
63,0.28677790032492745,0.9029792906746031
64,0.28073868226437343,0.9057384672619048
65,0.2746564166413413,0.907288566468254
66,0.27008097772560424,0.9085441468253969
67,0.2720845663358295,0.908234126984127
68,0.26867917570329847,0.9089239211309523
69,0.26069172708288074,0.9115823412698413
70,0.259243716677976,0.9119156125992064
71,0.2508320351914754,0.9154730902777778
72,0.2511336350488284,0.9152793278769841
73,0.24975809975275917,0.9149228050595238
74,0.24544708962951386,0.9161551339285714
75,0.24217993375800906,0.9174572172619048
76,0.2406941299873685,0.9185810391865079
77,0.23638887395934452,0.9193483382936508
78,0.2325312982475947,0.9222935267857143
79,0.22799552740558746,0.9232080853174603
80,0.22701325918000842,0.9235336061507936
81,0.2232914093940977,0.9245566716269841
82,0.22487126882114108,0.9229445684523809
83,0.22204370098927664,0.9254479786706349
84,0.22206275165081024,0.9245954241071429
85,0.21641804065023149,0.9269903273809523
86,0.21557887359744027,0.9265562996031746
87,0.20900389232805797,0.9283001612103174
88,0.20636995562485286,0.9304625496031746
89,0.20675977993579137,0.9299432663690477
90,0.20220794753422813,0.9312608506944444
91,0.20459923431986854,0.9313461061507936
92,0.1995874781693731,0.932190910218254
93,0.19941880743181895,0.9324234250992064
94,0.19987592136576063,0.9324234250992064
95,0.19698290302166863,0.9333999875992064
96,0.19375222850413548,0.9344385540674603
97,0.1946142055685558,0.9340742807539683
98,0.19257551289740063,0.9348803323412699
99,0.1902882300672077,0.9360739087301587
100,0.1877685742718833,0.9360584077380952
